c_custkey,c_nationkey,c_mktsegment,n_name,n_regionkey,o_orderpriority,o_orderstatus
custkey_85931,nationkey_0,FURNITURE,ALGERIA,regionkey_0,1-URGENT,F
custkey_20224,nationkey_21,FURNITURE,VIETNAM,regionkey_2,2-HIGH,O
custkey_20224,nationkey_21,FURNITURE,VIETNAM,regionkey_2,1-URGENT,O
custkey_20224,nationkey_21,FURNITURE,VIETNAM,regionkey_2,3-MEDIUM,O
custkey_20224,nationkey_21,FURNITURE,VIETNAM,regionkey_2,3-MEDIUM,O
custkey_20224,nationkey_21,FURNITURE,VIETNAM,regionkey_2,1-URGENT,O
custkey_20224,nationkey_21,FURNITURE,VIETNAM,regionkey_2,2-HIGH,O
custkey_20224,nationkey_21,FURNITURE,VIETNAM,regionkey_2,2-HIGH,O
custkey_20224,nationkey_21,FURNITURE,VIETNAM,regionkey_2,2-HIGH,O
custkey_20224,nationkey_21,FURNITURE,VIETNAM,regionkey_2,4-NOTSPECIFIED,O
custkey_20224,nationkey_21,FURNITURE,VIETNAM,regionkey_2,3-MEDIUM,O
custkey_20224,nationkey_21,FURNITURE,VIETNAM,regionkey_2,5-LOW,F
custkey_20224,nationkey_21,FURNITURE,VIETNAM,regionkey_2,5-LOW,O
custkey_20224,nationkey_21,FURNITURE,VIETNAM,regionkey_2,5-LOW,O
custkey_20224,nationkey_21,FURNITURE,VIETNAM,regionkey_2,3-MEDIUM,O
custkey_20224,nationkey_21,FURNITURE,VIETNAM,regionkey_2,5-LOW,F
custkey_20224,nationkey_21,FURNITURE,VIETNAM,regionkey_2,1-URGENT,F
custkey_20224,nationkey_21,FURNITURE,VIETNAM,regionkey_2,5-LOW,F
custkey_32701,nationkey_20,AUTOMOBILE,SAUDIARABIA,regionkey_4,4-NOTSPECIFIED,O
custkey_32701,nationkey_20,AUTOMOBILE,SAUDIARABIA,regionkey_4,2-HIGH,O
custkey_32701,nationkey_20,AUTOMOBILE,SAUDIARABIA,regionkey_4,1-URGENT,O
custkey_32701,nationkey_20,AUTOMOBILE,SAUDIARABIA,regionkey_4,2-HIGH,O
custkey_32701,nationkey_20,AUTOMOBILE,SAUDIARABIA,regionkey_4,2-HIGH,O
custkey_32701,nationkey_20,AUTOMOBILE,SAUDIARABIA,regionkey_4,2-HIGH,O
custkey_32701,nationkey_20,AUTOMOBILE,SAUDIARABIA,regionkey_4,5-LOW,O
custkey_32701,nationkey_20,AUTOMOBILE,SAUDIARABIA,regionkey_4,5-LOW,O
custkey_32701,nationkey_20,AUTOMOBILE,SAUDIARABIA,regionkey_4,3-MEDIUM,O
custkey_32701,nationkey_20,AUTOMOBILE,SAUDIARABIA,regionkey_4,3-MEDIUM,O
custkey_32701,nationkey_20,AUTOMOBILE,SAUDIARABIA,regionkey_4,1-URGENT,O
custkey_32701,nationkey_20,AUTOMOBILE,SAUDIARABIA,regionkey_4,1-URGENT,O
custkey_32701,nationkey_20,AUTOMOBILE,SAUDIARABIA,regionkey_4,4-NOTSPECIFIED,O
custkey_117793,nationkey_7,MACHINERY,GERMANY,regionkey_3,5-LOW,F
custkey_117793,nationkey_7,MACHINERY,GERMANY,regionkey_3,5-LOW,F
custkey_117793,nationkey_7,MACHINERY,GERMANY,regionkey_3,5-LOW,F
custkey_117793,nationkey_7,MACHINERY,GERMANY,regionkey_3,4-NOTSPECIFIED,F
custkey_117793,nationkey_7,MACHINERY,GERMANY,regionkey_3,5-LOW,F
custkey_117793,nationkey_7,MACHINERY,GERMANY,regionkey_3,3-MEDIUM,F
custkey_117793,nationkey_7,MACHINERY,GERMANY,regionkey_3,3-MEDIUM,F
custkey_117793,nationkey_7,MACHINERY,GERMANY,regionkey_3,5-LOW,F
custkey_117793,nationkey_7,MACHINERY,GERMANY,regionkey_3,5-LOW,F
custkey_117793,nationkey_7,MACHINERY,GERMANY,regionkey_3,4-NOTSPECIFIED,F
custkey_117793,nationkey_7,MACHINERY,GERMANY,regionkey_3,5-LOW,F
custkey_117793,nationkey_7,MACHINERY,GERMANY,regionkey_3,5-LOW,F
custkey_117793,nationkey_7,MACHINERY,GERMANY,regionkey_3,4-NOTSPECIFIED,F
custkey_117793,nationkey_7,MACHINERY,GERMANY,regionkey_3,5-LOW,F
custkey_117793,nationkey_7,MACHINERY,GERMANY,regionkey_3,3-MEDIUM,F
custkey_117793,nationkey_7,MACHINERY,GERMANY,regionkey_3,2-HIGH,F
custkey_117793,nationkey_7,MACHINERY,GERMANY,regionkey_3,2-HIGH,F
custkey_117793,nationkey_7,MACHINERY,GERMANY,regionkey_3,4-NOTSPECIFIED,F
custkey_137020,nationkey_8,BUILDING,INDIA,regionkey_2,2-HIGH,O
custkey_137020,nationkey_8,BUILDING,INDIA,regionkey_2,3-MEDIUM,O
custkey_137020,nationkey_8,BUILDING,INDIA,regionkey_2,5-LOW,O
custkey_137020,nationkey_8,BUILDING,INDIA,regionkey_2,3-MEDIUM,O
custkey_137020,nationkey_8,BUILDING,INDIA,regionkey_2,4-NOTSPECIFIED,O
custkey_137020,nationkey_8,BUILDING,INDIA,regionkey_2,4-NOTSPECIFIED,O
custkey_137020,nationkey_8,BUILDING,INDIA,regionkey_2,4-NOTSPECIFIED,O
custkey_137020,nationkey_8,BUILDING,INDIA,regionkey_2,3-MEDIUM,O
custkey_137020,nationkey_8,BUILDING,INDIA,regionkey_2,2-HIGH,P
custkey_137020,nationkey_8,BUILDING,INDIA,regionkey_2,3-MEDIUM,O
custkey_137020,nationkey_8,BUILDING,INDIA,regionkey_2,2-HIGH,F
custkey_137020,nationkey_8,BUILDING,INDIA,regionkey_2,4-NOTSPECIFIED,O
custkey_137020,nationkey_8,BUILDING,INDIA,regionkey_2,3-MEDIUM,O
custkey_137020,nationkey_8,BUILDING,INDIA,regionkey_2,3-MEDIUM,O
custkey_59995,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,2-HIGH,F
custkey_59995,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,4-NOTSPECIFIED,F
custkey_59995,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,2-HIGH,F
custkey_59995,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,3-MEDIUM,F
custkey_59995,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,5-LOW,F
custkey_59995,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,1-URGENT,F
custkey_59995,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,5-LOW,F
custkey_59995,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,3-MEDIUM,F
custkey_59995,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,2-HIGH,F
custkey_59995,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,1-URGENT,F
custkey_59995,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,3-MEDIUM,F
custkey_59995,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,2-HIGH,F
custkey_59995,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,3-MEDIUM,F
custkey_59995,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,4-NOTSPECIFIED,F
custkey_59995,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,5-LOW,F
custkey_59995,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,5-LOW,F
custkey_8735,nationkey_3,MACHINERY,CANADA,regionkey_1,3-MEDIUM,O
custkey_8735,nationkey_3,MACHINERY,CANADA,regionkey_1,4-NOTSPECIFIED,O
custkey_8735,nationkey_3,MACHINERY,CANADA,regionkey_1,3-MEDIUM,O
custkey_8735,nationkey_3,MACHINERY,CANADA,regionkey_1,3-MEDIUM,O
custkey_8735,nationkey_3,MACHINERY,CANADA,regionkey_1,2-HIGH,O
custkey_8735,nationkey_3,MACHINERY,CANADA,regionkey_1,3-MEDIUM,O
custkey_8735,nationkey_3,MACHINERY,CANADA,regionkey_1,1-URGENT,O
custkey_8735,nationkey_3,MACHINERY,CANADA,regionkey_1,2-HIGH,O
custkey_8735,nationkey_3,MACHINERY,CANADA,regionkey_1,1-URGENT,O
custkey_8735,nationkey_3,MACHINERY,CANADA,regionkey_1,4-NOTSPECIFIED,O
custkey_8735,nationkey_3,MACHINERY,CANADA,regionkey_1,1-URGENT,O
custkey_8735,nationkey_3,MACHINERY,CANADA,regionkey_1,3-MEDIUM,O
custkey_8735,nationkey_3,MACHINERY,CANADA,regionkey_1,3-MEDIUM,O
custkey_65977,nationkey_18,MACHINERY,CHINA,regionkey_2,4-NOTSPECIFIED,F
custkey_65977,nationkey_18,MACHINERY,CHINA,regionkey_2,1-URGENT,P
custkey_65977,nationkey_18,MACHINERY,CHINA,regionkey_2,3-MEDIUM,F
custkey_65977,nationkey_18,MACHINERY,CHINA,regionkey_2,4-NOTSPECIFIED,F
custkey_65977,nationkey_18,MACHINERY,CHINA,regionkey_2,1-URGENT,F
custkey_65977,nationkey_18,MACHINERY,CHINA,regionkey_2,1-URGENT,F
custkey_65977,nationkey_18,MACHINERY,CHINA,regionkey_2,5-LOW,F
custkey_65977,nationkey_18,MACHINERY,CHINA,regionkey_2,4-NOTSPECIFIED,F
custkey_65977,nationkey_18,MACHINERY,CHINA,regionkey_2,5-LOW,F
custkey_65977,nationkey_18,MACHINERY,CHINA,regionkey_2,3-MEDIUM,F
custkey_65977,nationkey_18,MACHINERY,CHINA,regionkey_2,3-MEDIUM,F
custkey_65977,nationkey_18,MACHINERY,CHINA,regionkey_2,1-URGENT,F
custkey_65977,nationkey_18,MACHINERY,CHINA,regionkey_2,4-NOTSPECIFIED,F
custkey_65977,nationkey_18,MACHINERY,CHINA,regionkey_2,4-NOTSPECIFIED,F
custkey_65977,nationkey_18,MACHINERY,CHINA,regionkey_2,5-LOW,F
custkey_132839,nationkey_12,AUTOMOBILE,JAPAN,regionkey_2,2-HIGH,F
custkey_132839,nationkey_12,AUTOMOBILE,JAPAN,regionkey_2,4-NOTSPECIFIED,F
custkey_132839,nationkey_12,AUTOMOBILE,JAPAN,regionkey_2,3-MEDIUM,F
custkey_132839,nationkey_12,AUTOMOBILE,JAPAN,regionkey_2,2-HIGH,F
custkey_132839,nationkey_12,AUTOMOBILE,JAPAN,regionkey_2,4-NOTSPECIFIED,F
custkey_132839,nationkey_12,AUTOMOBILE,JAPAN,regionkey_2,3-MEDIUM,F
custkey_3602,nationkey_10,FURNITURE,IRAN,regionkey_4,5-LOW,O
custkey_3602,nationkey_10,FURNITURE,IRAN,regionkey_4,3-MEDIUM,O
custkey_3602,nationkey_10,FURNITURE,IRAN,regionkey_4,1-URGENT,O
custkey_3602,nationkey_10,FURNITURE,IRAN,regionkey_4,3-MEDIUM,O
custkey_3602,nationkey_10,FURNITURE,IRAN,regionkey_4,4-NOTSPECIFIED,O
custkey_3602,nationkey_10,FURNITURE,IRAN,regionkey_4,2-HIGH,F
custkey_3602,nationkey_10,FURNITURE,IRAN,regionkey_4,1-URGENT,O
custkey_3602,nationkey_10,FURNITURE,IRAN,regionkey_4,2-HIGH,O
custkey_71812,nationkey_15,FURNITURE,MOROCCO,regionkey_0,5-LOW,F
custkey_71812,nationkey_15,FURNITURE,MOROCCO,regionkey_0,4-NOTSPECIFIED,F
custkey_71812,nationkey_15,FURNITURE,MOROCCO,regionkey_0,1-URGENT,F
custkey_71812,nationkey_15,FURNITURE,MOROCCO,regionkey_0,3-MEDIUM,F
custkey_71812,nationkey_15,FURNITURE,MOROCCO,regionkey_0,2-HIGH,F
custkey_71812,nationkey_15,FURNITURE,MOROCCO,regionkey_0,2-HIGH,F
custkey_71812,nationkey_15,FURNITURE,MOROCCO,regionkey_0,3-MEDIUM,F
custkey_71812,nationkey_15,FURNITURE,MOROCCO,regionkey_0,3-MEDIUM,F
custkey_71812,nationkey_15,FURNITURE,MOROCCO,regionkey_0,5-LOW,F
custkey_71812,nationkey_15,FURNITURE,MOROCCO,regionkey_0,4-NOTSPECIFIED,F
custkey_71812,nationkey_15,FURNITURE,MOROCCO,regionkey_0,5-LOW,F
custkey_71812,nationkey_15,FURNITURE,MOROCCO,regionkey_0,1-URGENT,F
custkey_71812,nationkey_15,FURNITURE,MOROCCO,regionkey_0,5-LOW,F
custkey_71812,nationkey_15,FURNITURE,MOROCCO,regionkey_0,2-HIGH,F
custkey_36704,nationkey_0,AUTOMOBILE,ALGERIA,regionkey_0,5-LOW,P
custkey_36704,nationkey_0,AUTOMOBILE,ALGERIA,regionkey_0,4-NOTSPECIFIED,O
custkey_36704,nationkey_0,AUTOMOBILE,ALGERIA,regionkey_0,4-NOTSPECIFIED,O
custkey_36704,nationkey_0,AUTOMOBILE,ALGERIA,regionkey_0,4-NOTSPECIFIED,F
custkey_36704,nationkey_0,AUTOMOBILE,ALGERIA,regionkey_0,3-MEDIUM,P
custkey_36704,nationkey_0,AUTOMOBILE,ALGERIA,regionkey_0,3-MEDIUM,P
custkey_36704,nationkey_0,AUTOMOBILE,ALGERIA,regionkey_0,5-LOW,O
custkey_36704,nationkey_0,AUTOMOBILE,ALGERIA,regionkey_0,1-URGENT,P
custkey_36704,nationkey_0,AUTOMOBILE,ALGERIA,regionkey_0,4-NOTSPECIFIED,O
custkey_36704,nationkey_0,AUTOMOBILE,ALGERIA,regionkey_0,3-MEDIUM,O
custkey_36704,nationkey_0,AUTOMOBILE,ALGERIA,regionkey_0,1-URGENT,F
custkey_36704,nationkey_0,AUTOMOBILE,ALGERIA,regionkey_0,1-URGENT,O
custkey_126332,nationkey_17,BUILDING,PERU,regionkey_1,5-LOW,F
custkey_126332,nationkey_17,BUILDING,PERU,regionkey_1,4-NOTSPECIFIED,F
custkey_126332,nationkey_17,BUILDING,PERU,regionkey_1,3-MEDIUM,F
custkey_126332,nationkey_17,BUILDING,PERU,regionkey_1,4-NOTSPECIFIED,F
custkey_126332,nationkey_17,BUILDING,PERU,regionkey_1,3-MEDIUM,F
custkey_126332,nationkey_17,BUILDING,PERU,regionkey_1,2-HIGH,F
custkey_126332,nationkey_17,BUILDING,PERU,regionkey_1,1-URGENT,F
custkey_126332,nationkey_17,BUILDING,PERU,regionkey_1,2-HIGH,F
custkey_126332,nationkey_17,BUILDING,PERU,regionkey_1,4-NOTSPECIFIED,F
custkey_126332,nationkey_17,BUILDING,PERU,regionkey_1,3-MEDIUM,F
custkey_126332,nationkey_17,BUILDING,PERU,regionkey_1,5-LOW,O
custkey_126332,nationkey_17,BUILDING,PERU,regionkey_1,2-HIGH,F
custkey_126332,nationkey_17,BUILDING,PERU,regionkey_1,4-NOTSPECIFIED,F
custkey_126332,nationkey_17,BUILDING,PERU,regionkey_1,2-HIGH,F
custkey_126332,nationkey_17,BUILDING,PERU,regionkey_1,4-NOTSPECIFIED,F
custkey_126332,nationkey_17,BUILDING,PERU,regionkey_1,2-HIGH,F
custkey_126332,nationkey_17,BUILDING,PERU,regionkey_1,3-MEDIUM,F
custkey_126332,nationkey_17,BUILDING,PERU,regionkey_1,5-LOW,F
custkey_126332,nationkey_17,BUILDING,PERU,regionkey_1,3-MEDIUM,F
custkey_126332,nationkey_17,BUILDING,PERU,regionkey_1,3-MEDIUM,F
custkey_133628,nationkey_3,BUILDING,CANADA,regionkey_1,3-MEDIUM,O
custkey_133628,nationkey_3,BUILDING,CANADA,regionkey_1,1-URGENT,F
custkey_133628,nationkey_3,BUILDING,CANADA,regionkey_1,1-URGENT,O
custkey_133628,nationkey_3,BUILDING,CANADA,regionkey_1,2-HIGH,O
custkey_133628,nationkey_3,BUILDING,CANADA,regionkey_1,4-NOTSPECIFIED,O
custkey_133628,nationkey_3,BUILDING,CANADA,regionkey_1,5-LOW,O
custkey_133628,nationkey_3,BUILDING,CANADA,regionkey_1,2-HIGH,P
custkey_133628,nationkey_3,BUILDING,CANADA,regionkey_1,4-NOTSPECIFIED,O
custkey_133628,nationkey_3,BUILDING,CANADA,regionkey_1,4-NOTSPECIFIED,O
custkey_133628,nationkey_3,BUILDING,CANADA,regionkey_1,3-MEDIUM,O
custkey_133628,nationkey_3,BUILDING,CANADA,regionkey_1,4-NOTSPECIFIED,F
custkey_133628,nationkey_3,BUILDING,CANADA,regionkey_1,3-MEDIUM,P
custkey_133628,nationkey_3,BUILDING,CANADA,regionkey_1,2-HIGH,F
custkey_133628,nationkey_3,BUILDING,CANADA,regionkey_1,2-HIGH,O
custkey_133628,nationkey_3,BUILDING,CANADA,regionkey_1,3-MEDIUM,F
custkey_133628,nationkey_3,BUILDING,CANADA,regionkey_1,3-MEDIUM,O
custkey_133628,nationkey_3,BUILDING,CANADA,regionkey_1,1-URGENT,O
custkey_116129,nationkey_19,MACHINERY,ROMANIA,regionkey_3,4-NOTSPECIFIED,O
custkey_116129,nationkey_19,MACHINERY,ROMANIA,regionkey_3,1-URGENT,O
custkey_116129,nationkey_19,MACHINERY,ROMANIA,regionkey_3,4-NOTSPECIFIED,O
custkey_116129,nationkey_19,MACHINERY,ROMANIA,regionkey_3,2-HIGH,O
custkey_116129,nationkey_19,MACHINERY,ROMANIA,regionkey_3,1-URGENT,O
custkey_116129,nationkey_19,MACHINERY,ROMANIA,regionkey_3,1-URGENT,O
custkey_116129,nationkey_19,MACHINERY,ROMANIA,regionkey_3,2-HIGH,O
custkey_116129,nationkey_19,MACHINERY,ROMANIA,regionkey_3,2-HIGH,O
custkey_116129,nationkey_19,MACHINERY,ROMANIA,regionkey_3,3-MEDIUM,O
custkey_116129,nationkey_19,MACHINERY,ROMANIA,regionkey_3,5-LOW,O
custkey_116129,nationkey_19,MACHINERY,ROMANIA,regionkey_3,4-NOTSPECIFIED,O
custkey_116129,nationkey_19,MACHINERY,ROMANIA,regionkey_3,4-NOTSPECIFIED,O
custkey_49330,nationkey_7,BUILDING,GERMANY,regionkey_3,5-LOW,F
custkey_49330,nationkey_7,BUILDING,GERMANY,regionkey_3,5-LOW,F
custkey_49330,nationkey_7,BUILDING,GERMANY,regionkey_3,5-LOW,F
custkey_49330,nationkey_7,BUILDING,GERMANY,regionkey_3,2-HIGH,F
custkey_49330,nationkey_7,BUILDING,GERMANY,regionkey_3,2-HIGH,F
custkey_49330,nationkey_7,BUILDING,GERMANY,regionkey_3,5-LOW,F
custkey_49330,nationkey_7,BUILDING,GERMANY,regionkey_3,3-MEDIUM,F
custkey_49330,nationkey_7,BUILDING,GERMANY,regionkey_3,1-URGENT,F
custkey_49330,nationkey_7,BUILDING,GERMANY,regionkey_3,4-NOTSPECIFIED,F
custkey_49330,nationkey_7,BUILDING,GERMANY,regionkey_3,2-HIGH,F
custkey_49330,nationkey_7,BUILDING,GERMANY,regionkey_3,2-HIGH,F
custkey_49330,nationkey_7,BUILDING,GERMANY,regionkey_3,3-MEDIUM,F
custkey_49330,nationkey_7,BUILDING,GERMANY,regionkey_3,2-HIGH,F
custkey_49330,nationkey_7,BUILDING,GERMANY,regionkey_3,4-NOTSPECIFIED,F
custkey_49330,nationkey_7,BUILDING,GERMANY,regionkey_3,2-HIGH,F
custkey_49330,nationkey_7,BUILDING,GERMANY,regionkey_3,5-LOW,F
custkey_49330,nationkey_7,BUILDING,GERMANY,regionkey_3,5-LOW,F
custkey_49330,nationkey_7,BUILDING,GERMANY,regionkey_3,2-HIGH,F
custkey_136640,nationkey_11,MACHINERY,IRAQ,regionkey_4,3-MEDIUM,O
custkey_136640,nationkey_11,MACHINERY,IRAQ,regionkey_4,3-MEDIUM,F
custkey_136640,nationkey_11,MACHINERY,IRAQ,regionkey_4,1-URGENT,F
custkey_136640,nationkey_11,MACHINERY,IRAQ,regionkey_4,4-NOTSPECIFIED,F
custkey_136640,nationkey_11,MACHINERY,IRAQ,regionkey_4,2-HIGH,F
custkey_136640,nationkey_11,MACHINERY,IRAQ,regionkey_4,5-LOW,F
custkey_136640,nationkey_11,MACHINERY,IRAQ,regionkey_4,2-HIGH,F
custkey_136640,nationkey_11,MACHINERY,IRAQ,regionkey_4,5-LOW,F
custkey_136640,nationkey_11,MACHINERY,IRAQ,regionkey_4,4-NOTSPECIFIED,F
custkey_136640,nationkey_11,MACHINERY,IRAQ,regionkey_4,2-HIGH,O
custkey_136640,nationkey_11,MACHINERY,IRAQ,regionkey_4,5-LOW,O
custkey_136640,nationkey_11,MACHINERY,IRAQ,regionkey_4,3-MEDIUM,F
custkey_136640,nationkey_11,MACHINERY,IRAQ,regionkey_4,2-HIGH,F
custkey_136640,nationkey_11,MACHINERY,IRAQ,regionkey_4,2-HIGH,F
custkey_136640,nationkey_11,MACHINERY,IRAQ,regionkey_4,3-MEDIUM,F
custkey_136640,nationkey_11,MACHINERY,IRAQ,regionkey_4,5-LOW,O
custkey_136640,nationkey_11,MACHINERY,IRAQ,regionkey_4,3-MEDIUM,F
custkey_136640,nationkey_11,MACHINERY,IRAQ,regionkey_4,5-LOW,F
custkey_136640,nationkey_11,MACHINERY,IRAQ,regionkey_4,1-URGENT,O
custkey_136640,nationkey_11,MACHINERY,IRAQ,regionkey_4,3-MEDIUM,F
custkey_32984,nationkey_8,MACHINERY,INDIA,regionkey_2,5-LOW,O
custkey_32984,nationkey_8,MACHINERY,INDIA,regionkey_2,3-MEDIUM,O
custkey_32984,nationkey_8,MACHINERY,INDIA,regionkey_2,2-HIGH,O
custkey_32984,nationkey_8,MACHINERY,INDIA,regionkey_2,5-LOW,O
custkey_32984,nationkey_8,MACHINERY,INDIA,regionkey_2,2-HIGH,O
custkey_32984,nationkey_8,MACHINERY,INDIA,regionkey_2,4-NOTSPECIFIED,O
custkey_32984,nationkey_8,MACHINERY,INDIA,regionkey_2,1-URGENT,O
custkey_32984,nationkey_8,MACHINERY,INDIA,regionkey_2,2-HIGH,O
custkey_32984,nationkey_8,MACHINERY,INDIA,regionkey_2,4-NOTSPECIFIED,O
custkey_32984,nationkey_8,MACHINERY,INDIA,regionkey_2,2-HIGH,O
custkey_149614,nationkey_14,MACHINERY,KENYA,regionkey_0,3-MEDIUM,O
custkey_149614,nationkey_14,MACHINERY,KENYA,regionkey_0,3-MEDIUM,O
custkey_149614,nationkey_14,MACHINERY,KENYA,regionkey_0,5-LOW,O
custkey_149614,nationkey_14,MACHINERY,KENYA,regionkey_0,3-MEDIUM,O
custkey_149614,nationkey_14,MACHINERY,KENYA,regionkey_0,2-HIGH,O
custkey_149614,nationkey_14,MACHINERY,KENYA,regionkey_0,3-MEDIUM,O
custkey_149614,nationkey_14,MACHINERY,KENYA,regionkey_0,1-URGENT,O
custkey_149614,nationkey_14,MACHINERY,KENYA,regionkey_0,3-MEDIUM,O
custkey_149614,nationkey_14,MACHINERY,KENYA,regionkey_0,1-URGENT,O
custkey_149614,nationkey_14,MACHINERY,KENYA,regionkey_0,3-MEDIUM,O
custkey_149614,nationkey_14,MACHINERY,KENYA,regionkey_0,2-HIGH,O
custkey_149614,nationkey_14,MACHINERY,KENYA,regionkey_0,1-URGENT,O
custkey_149614,nationkey_14,MACHINERY,KENYA,regionkey_0,2-HIGH,O
custkey_149614,nationkey_14,MACHINERY,KENYA,regionkey_0,4-NOTSPECIFIED,O
custkey_149614,nationkey_14,MACHINERY,KENYA,regionkey_0,2-HIGH,O
custkey_101725,nationkey_5,HOUSEHOLD,ETHIOPIA,regionkey_0,4-NOTSPECIFIED,O
custkey_101725,nationkey_5,HOUSEHOLD,ETHIOPIA,regionkey_0,2-HIGH,O
custkey_101725,nationkey_5,HOUSEHOLD,ETHIOPIA,regionkey_0,2-HIGH,O
custkey_101725,nationkey_5,HOUSEHOLD,ETHIOPIA,regionkey_0,2-HIGH,O
custkey_101725,nationkey_5,HOUSEHOLD,ETHIOPIA,regionkey_0,4-NOTSPECIFIED,O
custkey_101725,nationkey_5,HOUSEHOLD,ETHIOPIA,regionkey_0,2-HIGH,O
custkey_101725,nationkey_5,HOUSEHOLD,ETHIOPIA,regionkey_0,3-MEDIUM,O
custkey_101725,nationkey_5,HOUSEHOLD,ETHIOPIA,regionkey_0,2-HIGH,O
custkey_101725,nationkey_5,HOUSEHOLD,ETHIOPIA,regionkey_0,5-LOW,O
custkey_101725,nationkey_5,HOUSEHOLD,ETHIOPIA,regionkey_0,3-MEDIUM,O
custkey_101725,nationkey_5,HOUSEHOLD,ETHIOPIA,regionkey_0,2-HIGH,O
custkey_101725,nationkey_5,HOUSEHOLD,ETHIOPIA,regionkey_0,1-URGENT,O
custkey_101725,nationkey_5,HOUSEHOLD,ETHIOPIA,regionkey_0,1-URGENT,O
custkey_101725,nationkey_5,HOUSEHOLD,ETHIOPIA,regionkey_0,2-HIGH,O
custkey_38728,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,2-HIGH,F
custkey_38728,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,2-HIGH,F
custkey_38728,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,1-URGENT,F
custkey_38728,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,3-MEDIUM,F
custkey_38728,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,2-HIGH,F
custkey_38728,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,3-MEDIUM,F
custkey_38728,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,4-NOTSPECIFIED,F
custkey_38728,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,4-NOTSPECIFIED,F
custkey_38728,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,2-HIGH,F
custkey_38728,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,4-NOTSPECIFIED,F
custkey_38728,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,5-LOW,F
custkey_38728,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,5-LOW,F
custkey_38728,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,4-NOTSPECIFIED,F
custkey_38728,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,2-HIGH,F
custkey_38728,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,5-LOW,F
custkey_38728,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,1-URGENT,F
custkey_38728,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,5-LOW,F
custkey_38728,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,3-MEDIUM,F
custkey_38728,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,1-URGENT,F
custkey_38728,nationkey_8,AUTOMOBILE,INDIA,regionkey_2,2-HIGH,F
custkey_10004,nationkey_6,FURNITURE,FRANCE,regionkey_3,4-NOTSPECIFIED,O
custkey_10004,nationkey_6,FURNITURE,FRANCE,regionkey_3,5-LOW,O
custkey_10004,nationkey_6,FURNITURE,FRANCE,regionkey_3,4-NOTSPECIFIED,O
custkey_10004,nationkey_6,FURNITURE,FRANCE,regionkey_3,4-NOTSPECIFIED,O
custkey_10004,nationkey_6,FURNITURE,FRANCE,regionkey_3,4-NOTSPECIFIED,O
custkey_10004,nationkey_6,FURNITURE,FRANCE,regionkey_3,1-URGENT,O
custkey_10004,nationkey_6,FURNITURE,FRANCE,regionkey_3,2-HIGH,O
custkey_10004,nationkey_6,FURNITURE,FRANCE,regionkey_3,4-NOTSPECIFIED,O
custkey_10004,nationkey_6,FURNITURE,FRANCE,regionkey_3,3-MEDIUM,O
custkey_18014,nationkey_7,FURNITURE,GERMANY,regionkey_3,2-HIGH,F
custkey_18014,nationkey_7,FURNITURE,GERMANY,regionkey_3,5-LOW,F
custkey_18014,nationkey_7,FURNITURE,GERMANY,regionkey_3,4-NOTSPECIFIED,F
custkey_18014,nationkey_7,FURNITURE,GERMANY,regionkey_3,1-URGENT,F
custkey_18014,nationkey_7,FURNITURE,GERMANY,regionkey_3,1-URGENT,F
custkey_18014,nationkey_7,FURNITURE,GERMANY,regionkey_3,5-LOW,F
custkey_18014,nationkey_7,FURNITURE,GERMANY,regionkey_3,1-URGENT,F
custkey_18014,nationkey_7,FURNITURE,GERMANY,regionkey_3,1-URGENT,F
