Gender,AreaCode,City,State,Zip,MaritalStatus,HasChild,Salary,Rate,SingleExemp,MarriedExemp,ChildExemp
F,ac970,CARR,CO,zip80612,M,N,55000,4.63,0,0,0
F,ac802,WATERBURY_CENTER,VT,zip5677,S,Y,20000,3.6,3300,0,3300
F,ac317,BLANFORD,IN,zip47831,M,N,95000,3.4,0,2000,0
F,ac251,FAIRHOPE,AL,zip36533,M,Y,80000,5.0,0,3000,300
M,ac601,POCAHONTAS,MS,zip39072,M,N,5000,3.0,0,12000,0
F,ac318,NEW_ORLEANS,LA,zip70140,S,Y,85000,6.0,4500,0,1000
M,ac913,HUNTER,KS,zip67452,M,Y,55000,6.45,0,4500,2250
F,ac231,BLOOMINGDALE,MI,zip49026,S,Y,55000,3.9,3100,0,3100
F,ac505,RODEO,NM,zip88056,M,N,10000,3.2428572,0,6600,0
F,ac228,ABBEVILLE,MS,zip38601,M,Y,40000,5.0,0,12000,1500
F,ac918,GREENFIELD,OK,zip73043,M,N,70000,6.25,0,2000,0
M,ac701,ROSS,ND,zip58776,S,N,95000,2.8569736,3300,0,0
F,ac631,COTTEKILL,NY,zip12419,M,Y,30000,4.127439,0,0,1000
F,ac505,JEMEZ_PUEBLO,NM,zip87024,M,Y,80000,5.3,0,6600,3300
F,ac808,KOLOA,HI,zip96756,M,N,60000,8.25,0,2080,0
F,ac720,FIRESTONE,CO,zip80520,S,N,60000,4.63,0,0,0
F,ac302,DELMAR,DE,zip19940,M,N,90000,5.95,0,220,0
F,ac410,OXON_HILL,MD,zip20750,M,N,35000,4.75,0,4800,0
M,ac406,MC_LEOD,MT,zip59052,M,N,5000,2.3732758,0,3800,0
M,ac304,MEADOW_BRIDGE,WV,zip25976,S,Y,35000,4.75,2000,0,2000
F,ac469,JEFFERSON,TX,zip75657,S,Y,5000,0.0,0,0,0
F,ac224,VERONA,IL,zip60479,S,Y,15000,3.0,2000,0,2000
F,ac623,MCNARY,AZ,zip85930,S,N,25000,3.1025,2100,0,0
M,ac731,WARTBURG,TN,zip37887,M,Y,30000,0.0,0,0,0
F,ac970,KIT_CARSON,CO,zip80825,M,Y,15000,4.63,0,0,0
M,ac605,CAMP_CROOK,SD,zip57724,M,Y,15000,0.0,0,0,0
M,ac787,VEGA_BAJA,PR,zip694,S,Y,15000,0.0,0,0,0
M,ac856,MANVILLE,NJ,zip8835,M,Y,15000,1.4,0,2000,1500
F,ac518,ROCKVILLE_CENTER,NY,zip11592,M,Y,10000,4.011585,0,0,1000
F,ac808,KEALAKEKUA,HI,zip96750,S,Y,50000,8.25,1040,0,1040
M,ac763,FORBES,MN,zip55738,S,N,55000,7.190448299999999,3300,0,0
M,ac603,PORTSMOUTH,NH,zip3801,M,N,20000,0.0,0,0,0
M,ac207,EAGLE_LAKE,ME,zip4739,S,Y,70000,8.5,2850,0,2850
M,ac802,HANCOCK,VT,zip5748,M,Y,65000,4.298331,0,6600,3300
F,ac802,BARNARD,VT,zip5031,M,N,65000,4.298331,0,6600,0
F,ac989,CLAYTON,MI,zip49235,M,N,70000,3.9,0,6200,0
F,ac207,ETNA,ME,zip4434,S,Y,50000,8.5,2850,0,2850
M,ac620,HILLSDALE,KS,zip66036,S,Y,45000,6.45,2250,0,2250
F,ac623,COOLIDGE,AZ,zip85128,M,Y,80000,3.955,0,4200,2300
F,ac802,PITTSFIELD,VT,zip5762,M,Y,15000,3.6,0,6600,3300
F,ac256,BIRMINGHAM,AL,zip35297,M,N,75000,5.0,0,3000,0
F,ac918,OKMULGEE,OK,zip74447,S,Y,55000,6.25,1000,0,1000
M,ac714,SACRAMENTO,CA,zip95822,M,Y,90000,9.3,0,174,272
F,ac218,BRICELYN,MN,zip56014,S,Y,100000,7.85,3300,0,3300
M,ac952,KIMBALL,MN,zip55353,M,Y,55000,7.190448299999999,0,6600,3300
M,ac315,HOLTSVILLE,NY,zip11742,S,N,40000,4.1853657,0,0,0
F,ac314,SAINT_LOUIS,MO,zip63182,M,Y,35000,6.0,0,4200,1200
M,ac602,MESA,AZ,zip85216,S,N,15000,2.9475,2100,0,0
M,ac606,SOMERSET,KY,zip42503,S,N,95000,6.0,20,0,0
M,ac302,HOUSTON,DE,zip19954,M,Y,80000,5.95,0,220,110
M,ac720,AURORA,CO,zip80012,S,N,85000,4.63,0,0,0
M,ac719,ARVADA,CO,zip80003,M,Y,65000,4.63,0,0,0
M,ac602,HAPPY_JACK,AZ,zip86024,M,N,85000,4.0325,0,4200,0
M,ac775,LAS_VEGAS,NV,zip89145,M,N,50000,0.0,0,0,0
M,ac207,MILFORD,ME,zip4461,S,N,25000,8.5,2850,0,0
F,ac307,WILSON,WY,zip83014,S,N,70000,0.0,0,0,0
F,ac620,LOUISBURG,KS,zip66053,M,Y,100000,6.45,0,4500,2250
F,ac276,MERRIFIELD,VA,zip22081,M,N,85000,5.75,0,1800,0
F,ac205,WOODVILLE,AL,zip35776,S,Y,45000,5.0,1500,0,300
F,ac410,RIVERDALE,MD,zip20737,S,Y,40000,4.75,2400,0,2400
M,ac952,WELCOME,MN,zip56181,M,N,25000,5.5895944,0,6600,0
F,ac769,BAY_SAINT_LOUIS,MS,zip39520,M,Y,85000,5.0,0,12000,1500
F,ac408,IRVINE,CA,zip92623,M,Y,65000,9.3,0,174,272
M,ac701,MILNOR,ND,zip58060,M,Y,80000,2.68309,0,6600,3300
F,ac940,HOUSTON,TX,zip77289,M,N,95000,0.0,0,0,0
F,ac701,WAHPETON,ND,zip58074,S,Y,80000,2.68309,3300,0,3300
F,ac301,FREDERICK,MD,zip21701,S,N,80000,4.75,2400,0,0
F,ac414,WASHBURN,WI,zip54891,M,N,35000,5.0545335,0,1400,0
M,ac307,PARKMAN,WY,zip82838,M,N,85000,0.0,0,0,0
M,ac260,GRAMMER,IN,zip47236,M,N,95000,3.4,0,2000,0
M,ac715,BROWNTOWN,WI,zip53522,M,Y,90000,6.010166000000001,0,1400,400
F,ac918,STROUD,OK,zip74079,S,Y,35000,6.25,1000,0,1000
M,ac909,SAUSALITO,CA,zip94965,S,Y,65000,9.3,87,0,272
M,ac859,ALLEN,KY,zip41601,S,Y,5000,2.1111112000000003,20,0,20
F,ac605,BLACK_HAWK,SD,zip57718,S,N,60000,0.0,0,0,0
M,ac303,DENVER,CO,zip80247,S,Y,80000,4.63,0,0,0
M,ac973,CLIFTON,NJ,zip7012,S,Y,75000,2.267396,1000,0,1500
F,ac757,STUARTS_DRAFT,VA,zip24477,S,N,75000,5.75,900,0,0
M,ac580,ELK_CITY,OK,zip73648,M,N,75000,6.25,0,2000,0
M,ac907,NIKOLSKI,AK,zip99638,M,Y,10000,0.0,0,0,0
F,ac339,MENDON,MA,zip1756,S,N,85000,5.3,3575,0,0
F,ac720,COLORADO_SPRINGS,CO,zip80962,M,Y,85000,4.63,0,0,0
M,ac410,CAPITOL_HEIGHTS,MD,zip20731,S,Y,90000,4.75,2400,0,2400
M,ac253,SEATTLE,WA,zip98136,M,N,70000,0.0,0,0,0
M,ac304,HIGH_VIEW,WV,zip26808,S,N,65000,6.5,2000,0,0
M,ac228,DE_KALB,MS,zip39328,S,N,65000,5.0,6000,0,0
M,ac720,LITTLETON,CO,zip80121,S,Y,90000,4.63,0,0,0
M,ac763,TENSTRIKE,MN,zip56683,S,N,40000,6.3900213,3300,0,0
M,ac801,MONTICELLO,UT,zip84535,M,Y,25000,7.0,0,4950,2475
F,ac769,PONTOTOC,MS,zip38863,S,Y,90000,5.0,6000,0,1500
F,ac719,DOVE_CREEK,CO,zip81324,S,N,90000,4.63,0,0,0
M,ac715,MADISON,WI,zip53778,M,Y,70000,5.6626635,0,1400,400
M,ac918,STIGLER,OK,zip74462,S,Y,80000,6.25,1000,0,1000
M,ac603,NORTH_SALEM,NH,zip3073,S,Y,10000,0.0,0,0,0
F,ac401,CUMBERLAND,RI,zip2864,M,N,20000,0.0,0,0,0
M,ac505,TRAMPAS,NM,zip87576,M,N,90000,5.3,0,6600,0
F,ac804,NEWPORT,VA,zip24128,M,N,35000,5.75,0,1800,0
F,ac323,SAN_LEANDRO,CA,zip94578,M,Y,100000,9.3,0,174,272
F,ac928,COLORADO_CITY,AZ,zip86021,S,Y,10000,2.87,2100,0,2300
M,ac813,AUBURNDALE,FL,zip33823,S,Y,15000,0.0,0,0,0
M,ac203,WEST_HAVEN,CT,zip6516,M,Y,15000,5.0,0,24500,0
M,ac605,HOUGHTON,SD,zip57449,M,N,80000,0.0,0,0,0
F,ac406,HAVRE,MT,zip59501,M,Y,10000,4.916379,0,3800,1900
F,ac504,NORWOOD,LA,zip70761,M,Y,40000,6.0,0,9000,1000
F,ac270,SITKA,KY,zip41255,S,N,5000,2.1111112000000003,20,0,0
M,ac231,BENTLEY,MI,zip48613,M,Y,25000,3.9,0,6200,3100
M,ac505,ALBUQUERQUE,NM,zip87196,M,N,50000,5.3,0,6600,0
M,ac320,VILLARD,MN,zip56385,M,N,60000,7.4572573,0,6600,0
M,ac605,PORCUPINE,SD,zip57772,S,Y,60000,0.0,0,0,0
F,ac302,WINTERTHUR,DE,zip19735,S,Y,60000,5.95,110,0,110
F,ac225,LIBUSE,LA,zip71348,S,Y,80000,6.0,4500,0,1000
F,ac939,SAN_JUAN,PR,zip910,S,N,85000,0.0,0,0,0
F,ac202,WASHINGTON,DC,zip20090,S,Y,80000,9.0,1370,0,1370
M,ac412,NEW_GALILEE,PA,zip16141,S,Y,60000,3.07,0,0,0
M,ac410,ABERDEEN,MD,zip21001,M,Y,30000,4.75,0,4800,2400
F,ac203,WEST_HARTFORD,CT,zip6133,S,N,50000,5.0,12750,0,0
M,ac979,BEAUMONT,TX,zip77708,S,N,55000,0.0,0,0,0
M,ac208,AHSAHKA,ID,zip83520,S,Y,95000,7.8,3300,0,3300
M,ac920,PLYMOUTH,WI,zip53073,S,Y,95000,6.097042,700,0,400
F,ac618,BERWICK,IL,zip61417,S,Y,85000,3.0,2000,0,2000
F,ac612,WILTON,MN,zip56687,M,N,25000,5.5895944,0,6600,0
F,ac386,MICANOPY,FL,zip32667,M,N,40000,0.0,0,0,0
M,ac530,MARINA_DEL_REY,CA,zip90295,M,N,30000,6.5905429999999985,0,174,0
M,ac228,JACKSON,MS,zip39210,S,Y,70000,5.0,6000,0,1500
M,ac503,EAGLE_CREEK,OR,zip97022,S,N,5000,7.4102564,159,0,0
F,ac920,SPRING_VALLEY,WI,zip54767,M,Y,20000,4.7939067,0,1400,400
M,ac920,LITTLE_SUAMICO,WI,zip54141,S,N,95000,6.097042,700,0,0
M,ac812,GASTON,IN,zip47342,S,N,50000,3.4,1000,0,0
M,ac202,WASHINGTON,DC,zip20226,S,N,35000,9.0,1370,0,0
F,ac859,DEANE,KY,zip41812,S,N,70000,5.7222222999999985,20,0,0
M,ac505,ROGERS,NM,zip88132,M,Y,45000,5.3,0,6600,3300
F,ac267,SAINT_MARYS,PA,zip15857,M,Y,20000,3.07,0,0,0
F,ac913,KIRWIN,KS,zip67644,S,N,60000,6.45,2250,0,0
M,ac505,MAGDALENA,NM,zip87825,S,Y,65000,5.3,3300,0,3300
F,ac401,CAROLINA,RI,zip2812,S,N,50000,0.0,0,0,0
M,ac605,PEEVER,SD,zip57257,M,Y,20000,0.0,0,0,0
M,ac270,OLYMPIA,KY,zip40358,S,N,5000,2.1111112000000003,20,0,0
F,ac334,SAWYERVILLE,AL,zip36776,M,N,100000,5.0,0,3000,0
F,ac304,RONCEVERTE,WV,zip24970,M,N,25000,4.05,0,4000,0
F,ac939,BAYAMON,PR,zip957,S,Y,5000,0.0,0,0,0
F,ac505,ROGERS,NM,zip88132,M,Y,20000,5.3,0,6600,3300
F,ac405,GOWEN,OK,zip74545,M,Y,85000,6.25,0,2000,1000
M,ac910,NEW_BERN,NC,zip28563,M,N,60000,6.991258599999999,0,6600,0
F,ac702,WADSWORTH,NV,zip89442,M,Y,95000,0.0,0,0,0
M,ac701,GLENBURN,ND,zip58740,M,Y,10000,2.1,0,6600,3300
M,ac203,WEST_HAVEN,CT,zip6516,M,N,90000,5.0,0,24500,0
F,ac202,WASHINGTON,DC,zip20303,S,N,80000,9.0,1370,0,0
F,ac308,CRAIG,NE,zip68019,M,N,60000,6.84,0,206,0
M,ac301,LUTHERVILLE_TIMONIUM,MD,zip21094,S,N,20000,4.75,2400,0,0
F,ac501,PATTERSON,AR,zip72123,M,Y,5000,1.3826938999999998,0,40,20
M,ac970,SIMLA,CO,zip80835,M,N,90000,4.63,0,0,0
F,ac616,LAKE_ORION,MI,zip48362,S,Y,30000,3.9,3100,0,3100
M,ac870,HOT_SPRINGS_NATIONAL_PARK,AR,zip71903,S,Y,75000,7.0,20,0,20
F,ac224,HOMEWOOD,IL,zip60430,S,N,30000,3.0,2000,0,0
M,ac316,FLORENCE,KS,zip66851,M,N,5000,3.5,0,4500,0
F,ac515,EARLING,IA,zip51530,M,Y,100000,8.98,0,80,40
M,ac951,LOS_ANGELES,CA,zip90026,M,Y,85000,9.3,0,174,272
F,ac970,NATHROP,CO,zip81236,S,Y,40000,4.63,0,0,0
M,ac219,ANDREWS,IN,zip46702,S,Y,55000,3.4,1000,0,1000
F,ac260,LAKETON,IN,zip46943,S,Y,90000,3.4,1000,0,1000
M,ac843,NEESES,SC,zip29107,M,N,55000,7.0,0,6600,0
M,ac571,BLACKSBURG,VA,zip24063,M,N,80000,5.75,0,1800,0
F,ac970,DOVE_CREEK,CO,zip81324,M,Y,85000,4.63,0,0,0
M,ac810,WALHALLA,MI,zip49458,M,Y,60000,3.9,0,6200,3100
M,ac401,RIVERSIDE,RI,zip2915,M,N,80000,0.0,0,0,0
F,ac712,BROOKLYN,IA,zip52211,S,N,10000,1.7078737000000002,40,0,0
M,ac702,LAS_VEGAS,NV,zip89123,M,N,10000,0.0,0,0,0
F,ac603,NOTTINGHAM,NH,zip3290,S,N,15000,0.0,0,0,0
M,ac501,TEXARKANA,AR,zip71854,S,Y,10000,2.5778654,20,0,20
M,ac715,SAINT_NAZIANZ,WI,zip54232,S,Y,90000,6.010166000000001,700,0,400
F,ac801,BEAR_RIVER_CITY,UT,zip84301,M,N,70000,7.0,0,4950,0
F,ac239,HIALEAH,FL,zip33016,M,Y,35000,0.0,0,0,0
M,ac808,HONOMU,HI,zip96728,S,N,60000,8.25,1040,0,0
F,ac660,CABOOL,MO,zip65689,M,N,45000,6.0,0,4200,0
M,ac980,CHARLOTTE,NC,zip28280,S,N,95000,7.7255244,3300,0,0
M,ac219,INDIANAPOLIS,IN,zip46227,S,Y,95000,3.4,1000,0,1000
M,ac202,WASHINGTON,DC,zip20039,M,N,5000,4.5,0,2740,0
M,ac423,CHATTANOOGA,TN,zip37450,M,Y,30000,0.0,0,0,0
F,ac617,MELROSE,MA,zip2176,M,Y,90000,5.3,0,7150,1000
F,ac262,SHARON,WI,zip53585,M,Y,15000,4.707031,0,1400,400
M,ac503,PORTLAND,OR,zip97240,M,N,10000,9.0,0,318,0
M,ac870,BLACK_OAK,AR,zip72414,M,Y,10000,2.5778654,0,40,20
M,ac573,SEDALIA,MO,zip65302,S,N,35000,6.0,2100,0,0
M,ac720,COMMERCE_CITY,CO,zip80037,M,N,20000,4.63,0,0,0
F,ac907,PELICAN,AK,zip99832,S,Y,20000,0.0,0,0,0
F,ac404,LIZELLA,GA,zip31052,M,Y,20000,6.0,0,5400,3000
M,ac406,BUFFALO,MT,zip59418,S,Y,95000,6.9,1900,0,1900
F,ac803,CAMDEN,SC,zip29021,S,N,60000,7.0,3300,0,0
F,ac605,LABOLT,SD,zip57246,S,N,45000,0.0,0,0,0
M,ac351,ACUSHNET,MA,zip2743,M,N,20000,5.3,0,7150,0
F,ac803,PAGELAND,SC,zip29728,M,N,90000,7.0,0,6600,0
F,ac920,GALESVILLE,WI,zip54630,M,N,30000,4.967658,0,1400,0
F,ac207,OLAMON,ME,zip4467,S,N,85000,8.5,2850,0,0
M,ac480,ARIZONA_CITY,AZ,zip85223,S,N,10000,2.87,2100,0,0
M,ac302,FRANKFORD,DE,zip19945,M,Y,100000,5.95,0,220,110
M,ac541,BLY,OR,zip97622,M,Y,55000,9.0,0,318,159
F,ac224,CHICAGO,IL,zip60691,M,Y,70000,3.0,0,4000,2000
M,ac302,LITTLE_CREEK,DE,zip19961,M,N,15000,2.8818183,0,220,0
M,ac318,BORDELONVILLE,LA,zip71320,S,Y,15000,2.8,4500,0,1000
M,ac719,BURLINGTON,CO,zip80807,M,Y,45000,4.63,0,0,0
M,ac787,SAN_JUAN,PR,zip906,M,Y,40000,0.0,0,0,0
M,ac216,NORTH_LAWRENCE,OH,zip44666,M,N,65000,2.7036924,0,2600,0
F,ac360,SPOKANE,WA,zip99251,S,N,65000,0.0,0,0,0
F,ac410,COCKEYSVILLE,MD,zip21030,S,Y,30000,4.75,2400,0,2400
F,ac754,MIAMI,FL,zip33256,M,N,35000,0.0,0,0,0
F,ac631,ROCHESTER,NY,zip14606,S,N,80000,4.4170732,0,0,0
M,ac605,HOSMER,SD,zip57448,M,N,100000,0.0,0,0,0
F,ac443,RIDERWOOD,MD,zip21139,M,Y,95000,4.75,0,4800,2400
F,ac804,RICHMOND,VA,zip23261,S,N,100000,5.75,900,0,0
M,ac808,HONOLULU,HI,zip96838,S,Y,60000,8.25,1040,0,1040
M,ac304,HUNTINGTON,WV,zip25720,M,Y,95000,6.5,0,4000,2000
F,ac406,LAME_DEER,MT,zip59043,M,N,65000,6.9,0,3800,0
M,ac801,LYMAN,UT,zip84749,S,Y,50000,7.0,2475,0,2475
M,ac201,METUCHEN,NJ,zip8840,M,N,80000,2.34625,0,2000,0
M,ac423,KNOXVILLE,TN,zip37924,S,N,60000,0.0,0,0,0
M,ac330,CHESTERVILLE,OH,zip43317,S,N,85000,3.3675900000000003,1300,0,0
F,ac636,BLUE_SPRINGS,MO,zip64015,S,N,20000,6.0,2100,0,0
M,ac937,NORTH_GEORGETOWN,OH,zip44665,M,N,70000,2.8696666,0,2600,0
F,ac580,YUKON,OK,zip73099,S,Y,15000,6.25,1000,0,1000
M,ac618,MARK,IL,zip61340,S,N,85000,3.0,2000,0,0
M,ac843,ORANGEBURG,SC,zip29116,M,N,75000,7.0,0,6600,0
M,ac605,LAKE_NORDEN,SD,zip57248,M,Y,15000,0.0,0,0,0
F,ac763,WAHKON,MN,zip56386,M,Y,90000,7.85,0,6600,3300
F,ac302,ROCKLAND,DE,zip19732,S,N,25000,3.5636363,110,0,0
M,ac252,TABOR_CITY,NC,zip28463,M,N,85000,7.515733999999999,0,6600,0
M,ac954,TAMPA,FL,zip33607,S,Y,20000,0.0,0,0,0
M,ac785,TONGANOXIE,KS,zip66086,S,N,100000,6.45,2250,0,0
F,ac816,COLUMBIA,MO,zip65216,M,Y,85000,6.0,0,4200,1200
F,ac908,NEW_VERNON,NJ,zip7976,S,N,75000,2.267396,1000,0,0
M,ac480,PHOENIX,AZ,zip85044,S,N,25000,3.1025,2100,0,0
M,ac334,MOBILE,AL,zip36671,M,N,45000,5.0,0,3000,0
F,ac907,QUINHAGAK,AK,zip99655,S,N,70000,0.0,0,0,0
F,ac480,TUCSON,AZ,zip85725,S,Y,55000,3.5674999,2100,0,2300
M,ac207,ORONO,ME,zip4473,M,Y,100000,8.5,0,5700,2850
F,ac208,PAUL,ID,zip83347,M,Y,85000,7.8,0,6600,3300
F,ac606,WALLINS_CREEK,KY,zip40873,S,Y,80000,6.0,20,0,20
M,ac551,ALLENWOOD,NJ,zip8720,S,N,100000,2.6616669,1000,0,0
M,ac605,FAULKTON,SD,zip57438,S,N,5000,0.0,0,0,0
F,ac239,ORANGE_CITY,FL,zip32774,M,Y,70000,0.0,0,0,0
M,ac678,COLEMAN,GA,zip39836,M,N,35000,6.0,0,5400,0
M,ac401,CRANSTON,RI,zip2910,M,Y,65000,0.0,0,0,0
M,ac435,PLEASANT_GROVE,UT,zip84062,M,Y,25000,7.0,0,4950,2475
M,ac612,WOLVERTON,MN,zip56594,M,Y,95000,7.85,0,6600,3300
M,ac336,MORAVIAN_FALLS,NC,zip28654,M,N,10000,6.0,0,6600,0
M,ac425,CONNELL,WA,zip99326,S,Y,40000,0.0,0,0,0
F,ac701,UNDERWOOD,ND,zip58576,M,Y,5000,2.1,0,6600,3300
M,ac859,SCALF,KY,zip40982,M,Y,70000,5.7222222999999985,0,40,20
F,ac505,SMITH_LAKE,NM,zip87365,M,N,85000,5.3,0,6600,0
F,ac864,CHARLESTON,SC,zip29422,S,Y,95000,7.0,3300,0,3300
M,ac803,OKATIE,SC,zip29909,S,Y,70000,7.0,3300,0,3300
M,ac678,ATLANTA,GA,zip31198,S,Y,25000,6.0,2700,0,3000
F,ac810,SPALDING,MI,zip49886,M,Y,15000,3.9,0,6200,3100
M,ac304,RONCEVERTE,WV,zip24970,M,Y,85000,6.5,0,4000,2000
F,ac860,NORTH_CANTON,CT,zip6059,S,Y,15000,5.0,12750,0,0
F,ac870,EUREKA_SPRINGS,AR,zip72632,S,Y,45000,7.0,20,0,20
F,ac660,BRONAUGH,MO,zip64728,M,Y,15000,6.0,0,4200,1200
M,ac505,ALBUQUERQUE,NM,zip87115,S,N,50000,5.3,3300,0,0
F,ac314,KANSAS_CITY,MO,zip64132,M,N,50000,6.0,0,4200,0
F,ac769,ETHEL,MS,zip39067,M,Y,70000,5.0,0,12000,1500
F,ac406,CAPITOL,MT,zip59319,M,Y,50000,6.9,0,3800,1900
M,ac734,GOODRICH,MI,zip48438,S,N,25000,3.9,3100,0,0
F,ac971,ANTELOPE,OR,zip97001,S,N,60000,9.0,159,0,0
F,ac267,LAKE_WINOLA,PA,zip18625,M,N,95000,3.07,0,0,0
M,ac775,RENO,NV,zip89523,S,N,95000,0.0,0,0,0
F,ac406,LAVINA,MT,zip59046,M,Y,45000,6.9,0,3800,1900
F,ac360,HARRINGTON,WA,zip99134,M,Y,10000,0.0,0,0,0
M,ac978,MARION,MA,zip2738,M,Y,95000,5.3,0,7150,1000
F,ac870,LEAD_HILL,AR,zip72644,S,Y,70000,7.0,20,0,20
F,ac505,PUEBLO_OF_ACOMA,NM,zip87034,M,N,55000,5.3,0,6600,0
M,ac605,CENTERVILLE,SD,zip57014,M,Y,85000,0.0,0,0,0
M,ac567,POMEROY,OH,zip45769,M,N,75000,3.0356412,0,2600,0
F,ac952,LITTLE_FALLS,MN,zip56345,S,Y,10000,5.35,3300,0,3300
M,ac605,OLIVET,SD,zip57052,M,Y,30000,0.0,0,0,0
F,ac802,MONTPELIER,VT,zip5603,M,Y,85000,4.69624,0,6600,3300
M,ac716,NAPANOCH,NY,zip12458,S,N,60000,4.3012195,0,0,0
F,ac939,YAUCO,PR,zip698,S,Y,85000,0.0,0,0,0
M,ac307,ALCOVA,WY,zip82620,S,Y,40000,0.0,0,0,0
F,ac931,BRUNSWICK,TN,zip38014,S,Y,70000,0.0,0,0,0
M,ac859,ELKFORK,KY,zip41421,M,N,50000,4.611111,0,40,0
M,ac432,KATY,TX,zip77494,S,Y,50000,0.0,0,0,0
F,ac816,ROGERSVILLE,MO,zip65742,M,N,45000,6.0,0,4200,0
F,ac843,LIBERTY_HILL,SC,zip29074,S,N,60000,7.0,3300,0,0
M,ac316,KINSLEY,KS,zip67547,M,N,45000,6.45,0,4500,0
F,ac772,JACKSONVILLE,FL,zip32203,M,Y,65000,0.0,0,0,0
F,ac909,CUPERTINO,CA,zip95014,M,N,100000,9.3,0,174,0
M,ac302,WILMINGTON,DE,zip19891,S,N,70000,5.95,110,0,0
M,ac860,STAMFORD,CT,zip6921,M,N,70000,5.0,0,24500,0
M,ac434,ARLINGTON,VA,zip22241,M,Y,95000,5.75,0,1800,900
F,ac912,WOODSTOCK,GA,zip30189,S,Y,45000,6.0,2700,0,3000
F,ac936,THREE_RIVERS,TX,zip78071,M,N,25000,0.0,0,0,0
M,ac302,BRIDGEVILLE,DE,zip19933,M,Y,10000,2.540909,0,220,110
M,ac307,CARPENTER,WY,zip82054,S,Y,80000,0.0,0,0,0
F,ac303,DENVER,CO,zip80210,M,Y,55000,4.63,0,0,0
M,ac402,LINCOLN,NE,zip68514,M,Y,50000,6.84,0,206,103
M,ac208,SPENCER,ID,zip83446,M,N,20000,6.948391,0,6600,0
M,ac208,CLARKIA,ID,zip83812,S,N,50000,7.8,3300,0,0
M,ac662,MENDENHALL,MS,zip39114,S,Y,75000,5.0,6000,0,1500
F,ac802,SHELBURNE,VT,zip5482,M,N,45000,3.9004214,0,6600,0
F,ac417,SAINT_JOSEPH,MO,zip64505,S,N,60000,6.0,2100,0,0
F,ac307,GREEN_RIVER,WY,zip82935,M,Y,10000,0.0,0,0,0
F,ac715,PLUM_CITY,WI,zip54761,S,Y,25000,4.880782,700,0,400
M,ac769,ANGUILLA,MS,zip38721,S,N,70000,5.0,6000,0,0
M,ac484,CHAMBERSBURG,PA,zip17201,S,N,85000,3.07,0,0,0
M,ac904,FORT_MYERS,FL,zip33965,S,N,25000,0.0,0,0,0
M,ac573,SAINT_JOSEPH,MO,zip64502,M,Y,20000,6.0,0,4200,1200
M,ac515,CEDAR_RAPIDS,IA,zip52411,M,Y,65000,8.98,0,80,40
F,ac586,NEW_BALTIMORE,MI,zip48047,M,Y,5000,3.9,0,6200,3100
M,ac203,WATERBURY,CT,zip6723,S,N,25000,5.0,12750,0,0
F,ac801,WILLARD,UT,zip84340,S,N,40000,7.0,2475,0,0
M,ac480,BLACK_CANYON_CITY,AZ,zip85324,M,Y,45000,3.4125,0,4200,2300
F,ac907,PORT_HEIDEN,AK,zip99549,M,Y,70000,0.0,0,0,0
F,ac334,AUBURN,AL,zip36832,S,N,85000,5.0,1500,0,0
F,ac505,NEW_LAGUNA,NM,zip87038,M,N,15000,4.957143,0,6600,0
F,ac775,EUREKA,NV,zip89316,M,N,5000,0.0,0,0,0
F,ac484,DALLAS,PA,zip18612,M,N,20000,3.07,0,0,0
M,ac870,FRANKLIN,AR,zip72536,S,Y,30000,7.0,20,0,20
M,ac308,GOEHNER,NE,zip68364,S,Y,100000,6.84,103,0,103
F,ac810,BRIDGEPORT,MI,zip48722,M,Y,70000,3.9,0,6200,3100
F,ac361,SANTA_ROSA,TX,zip78593,M,Y,75000,0.0,0,0,0
M,ac276,VIRGINIA_BEACH,VA,zip23461,S,Y,100000,5.75,900,0,900
F,ac787,SAN_GERMAN,PR,zip683,M,Y,55000,0.0,0,0,0
F,ac208,ABERDEEN,ID,zip83210,M,N,50000,7.8,0,6600,0
M,ac906,OSCODA,MI,zip48750,S,Y,75000,3.9,3100,0,3100
M,ac307,DAYTON,WY,zip82836,S,Y,60000,0.0,0,0,0
M,ac618,ELGIN,IL,zip60123,M,N,10000,3.0,0,4000,0
F,ac716,ARDSLEY_ON_HUDSON,NY,zip10503,M,N,5000,4.0,0,0,0
F,ac513,NEW_ATHENS,OH,zip43981,M,Y,50000,2.2057693,0,2600,1300
F,ac802,PLYMOUTH,VT,zip5056,S,Y,5000,3.6,3300,0,3300
M,ac478,COMMERCE,GA,zip30530,S,N,65000,6.0,2700,0,0
M,ac573,REEDS,MO,zip64859,S,Y,20000,6.0,2100,0,1200
M,ac307,UPTON,WY,zip82730,M,N,60000,0.0,0,0,0
M,ac928,TUCSON,AZ,zip85713,M,N,15000,2.9475,0,4200,0
F,ac856,PATERSON,NJ,zip7503,M,Y,75000,2.267396,0,2000,1500
M,ac303,EATON,CO,zip80615,M,Y,5000,4.63,0,0,0
F,ac302,DOVER,DE,zip19901,S,N,10000,2.540909,110,0,0
M,ac920,ELK_MOUND,WI,zip54739,M,Y,25000,4.880782,0,1400,400
M,ac337,CHENEYVILLE,LA,zip71325,S,N,100000,6.0,4500,0,0
F,ac208,MURTAUGH,ID,zip83344,S,Y,10000,4.109693,3300,0,3300
F,ac804,ROANOKE,VA,zip24028,M,N,95000,5.75,0,1800,0
