a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14
zero,zero,1,zero,48,zero,zero,one,zero,zero,54,one,58,one
zero,one,1,zero,52,one,zero,one,zero,zero,39,one,62,zero
zero,zero,2,one,14,zero,zero,one,zero,one,79,one,6,zero
zero,one,3,two,28,one,zero,one,zero,three,29,one,38,one
zero,zero,6,zero,8,zero,zero,zero,zero,one,49,one,18,zero
zero,zero,3,one,48,one,zero,one,zero,one,47,one,58,one
zero,zero,2,zero,11,one,zero,zero,zero,two,64,one,21,zero
one,zero,0,zero,8,one,zero,zero,zero,one,39,one,1,zero
zero,two,2,one,52,zero,zero,one,zero,zero,44,one,40,zero
zero,three,3,two,28,one,zero,one,zero,two,44,one,38,one
one,zero,1,zero,66,zero,zero,one,zero,zero,43,one,25,zero
one,two,2,two,30,zero,one,zero,zero,one,44,one,3,zero
zero,two,2,one,36,one,zero,one,zero,three,49,one,20,one
zero,zero,1,zero,44,zero,zero,one,zero,zero,49,one,54,zero
zero,zero,8,zero,16,zero,zero,zero,zero,zero,59,one,19,zero
zero,zero,3,zero,6,zero,zero,zero,zero,one,19,one,0,zero
zero,one,3,zero,21,one,zero,one,zero,three,49,one,6,one
zero,zero,4,three,33,zero,zero,one,zero,zero,39,one,30,one
zero,one,4,three,26,zero,zero,one,zero,zero,47,one,36,one
zero,zero,2,zero,11,one,zero,zero,zero,two,7,one,21,zero
zero,one,5,zero,29,one,zero,zero,zero,zero,47,one,36,zero
one,one,2,one,20,one,zero,one,zero,two,19,one,1,zero
one,zero,1,zero,44,one,zero,one,zero,zero,39,zero,30,zero
zero,zero,10,zero,1,zero,zero,zero,zero,zero,19,one,11,zero
zero,two,5,two,36,zero,zero,one,zero,two,54,one,15,one
zero,zero,9,zero,8,zero,zero,zero,zero,zero,49,one,18,zero
zero,one,1,zero,58,zero,zero,one,zero,zero,19,one,64,one
zero,three,0,zero,14,one,zero,zero,zero,one,39,one,24,zero
zero,one,3,two,24,zero,zero,one,zero,two,47,one,16,one
one,zero,2,zero,6,zero,zero,zero,zero,one,43,one,2,zero
zero,zero,5,three,46,zero,zero,one,zero,zero,55,one,56,zero
zero,zero,4,two,37,one,zero,one,zero,one,43,one,47,zero
zero,one,3,two,21,zero,zero,one,zero,zero,47,one,12,zero
one,zero,4,zero,27,zero,zero,zero,zero,one,49,one,20,zero
zero,zero,4,three,45,one,zero,one,zero,zero,24,one,45,zero
one,zero,2,zero,4,zero,zero,zero,zero,one,34,one,11,zero
zero,zero,4,zero,16,zero,zero,zero,zero,one,59,one,20,zero
zero,zero,5,zero,7,zero,zero,zero,zero,zero,39,one,13,zero
zero,zero,0,zero,35,zero,zero,zero,zero,zero,39,one,18,zero
zero,zero,2,zero,8,one,zero,zero,zero,one,35,one,18,zero
zero,two,4,two,36,zero,zero,one,zero,two,39,one,46,one
one,zero,3,two,29,zero,zero,one,zero,zero,69,one,39,one
zero,zero,4,three,21,one,zero,one,zero,zero,43,one,6,zero
zero,one,3,two,27,one,zero,one,zero,one,47,one,37,one
one,two,4,zero,15,zero,zero,zero,zero,two,43,one,25,one
one,one,3,two,19,one,zero,one,zero,zero,34,one,2,zero
one,zero,2,one,28,one,one,zero,zero,two,49,one,3,zero
zero,one,4,three,26,zero,zero,one,zero,zero,39,one,14,one
zero,one,2,one,35,one,zero,one,zero,one,47,one,26,zero
one,one,4,two,29,one,zero,one,zero,three,39,one,4,one
zero,one,1,zero,29,one,zero,one,zero,two,19,one,25,zero
zero,one,4,one,50,zero,zero,one,zero,zero,47,one,11,zero
one,one,2,zero,7,zero,zero,zero,zero,one,43,one,1,zero
zero,one,2,one,23,zero,zero,one,zero,two,43,one,1,one
zero,zero,5,zero,36,zero,zero,zero,zero,zero,47,one,17,zero
zero,zero,1,zero,19,zero,zero,one,zero,zero,34,one,12,zero
zero,zero,3,two,47,one,zero,one,zero,zero,7,one,57,zero
zero,zero,3,two,29,one,zero,one,zero,one,14,one,17,zero
zero,zero,2,one,21,zero,zero,one,zero,two,35,one,29,one
zero,zero,2,zero,25,zero,zero,zero,zero,zero,39,one,35,zero
one,one,2,one,27,one,zero,one,zero,three,39,one,37,one
zero,zero,2,two,32,one,zero,zero,zero,zero,47,zero,42,zero
zero,zero,5,four,22,one,zero,one,zero,zero,3,one,32,zero
zero,zero,1,one,33,one,one,zero,zero,zero,49,one,18,zero
zero,one,2,one,26,one,zero,one,zero,three,39,one,36,one
zero,two,4,three,34,one,zero,one,zero,two,39,one,44,one
zero,zero,2,zero,25,one,zero,zero,zero,two,39,one,30,zero
zero,zero,2,one,19,one,zero,one,zero,two,19,one,26,zero
one,zero,2,zero,5,zero,zero,zero,zero,one,43,one,15,zero
one,two,2,one,22,zero,zero,one,zero,two,29,one,16,one
one,zero,5,four,21,zero,zero,one,zero,zero,47,one,31,zero
zero,three,2,zero,10,zero,zero,zero,zero,one,11,one,20,zero
zero,zero,5,four,58,zero,zero,one,zero,zero,39,one,26,zero
zero,zero,7,three,20,one,zero,one,zero,zero,29,one,15,zero
zero,zero,11,seven,33,one,zero,one,zero,zero,29,one,43,zero
zero,zero,4,zero,5,zero,zero,zero,zero,zero,39,one,15,zero
zero,zero,4,zero,7,one,zero,zero,zero,one,21,one,17,zero
zero,zero,1,zero,16,one,zero,one,zero,two,43,one,26,zero
zero,zero,5,zero,6,one,zero,zero,zero,one,27,one,2,zero
zero,zero,3,two,25,zero,zero,one,zero,zero,89,one,20,zero
zero,one,2,one,38,one,zero,one,zero,zero,43,one,48,zero
one,zero,0,zero,55,zero,zero,zero,zero,zero,47,zero,30,one
zero,one,2,zero,40,zero,zero,zero,zero,zero,59,zero,50,zero
zero,zero,1,zero,17,one,zero,one,zero,zero,39,one,27,zero
zero,one,3,two,34,one,zero,one,zero,zero,41,one,44,zero
zero,one,0,zero,16,one,zero,zero,zero,one,47,one,1,zero
one,zero,9,four,53,zero,zero,one,zero,zero,39,one,51,zero
zero,zero,2,zero,19,zero,zero,zero,zero,zero,39,one,19,zero
zero,zero,5,four,40,zero,zero,one,zero,zero,39,one,50,zero
one,zero,6,one,10,one,zero,one,zero,one,43,one,15,zero
one,zero,1,one,15,one,zero,zero,zero,zero,47,one,10,zero
zero,zero,3,two,19,zero,zero,one,zero,one,47,one,29,zero
zero,one,2,one,27,zero,zero,one,zero,two,39,one,15,zero
zero,zero,8,zero,8,zero,zero,zero,zero,zero,39,one,18,zero
one,zero,4,three,22,zero,zero,one,zero,zero,39,one,6,zero
zero,one,2,one,21,zero,zero,one,zero,two,47,one,31,zero
one,two,3,two,7,one,zero,one,zero,one,55,one,17,one
one,zero,7,zero,4,one,zero,one,zero,zero,19,one,0,zero
zero,zero,3,zero,29,zero,zero,zero,zero,one,11,one,39,zero
zero,zero,3,two,32,zero,zero,one,zero,zero,69,one,25,zero
one,zero,4,three,31,zero,zero,one,zero,zero,76,one,41,zero
zero,zero,13,nine,32,zero,zero,one,zero,one,83,one,13,zero
zero,zero,3,two,22,one,zero,one,zero,one,23,one,15,zero
zero,zero,4,two,20,one,one,zero,zero,zero,47,one,30,zero
zero,zero,5,two,30,zero,zero,one,zero,one,57,one,40,zero
zero,one,4,three,14,one,zero,one,zero,zero,71,one,24,zero
one,zero,4,two,20,zero,zero,one,zero,zero,71,one,30,zero
zero,zero,3,two,29,zero,zero,one,zero,one,53,one,39,zero
zero,zero,3,two,36,one,zero,one,zero,zero,39,one,46,zero
zero,one,2,one,46,one,zero,one,zero,zero,34,one,44,one
zero,zero,5,one,13,one,zero,zero,zero,two,19,one,23,zero
zero,zero,7,zero,26,zero,zero,one,zero,zero,69,one,36,zero
zero,zero,4,three,40,zero,zero,one,zero,zero,39,one,50,zero
zero,two,3,two,27,zero,zero,one,zero,two,39,one,37,zero
zero,two,1,zero,31,one,zero,one,one,three,39,one,12,one
zero,zero,2,one,16,zero,zero,one,zero,zero,39,one,26,zero
zero,one,3,two,26,one,zero,one,zero,zero,23,one,36,zero
zero,two,4,three,22,one,zero,one,zero,zero,39,one,32,one
one,one,3,two,20,zero,zero,one,zero,one,44,one,30,one
zero,one,3,two,37,zero,zero,one,zero,zero,76,one,47,zero
zero,zero,10,zero,11,zero,zero,zero,zero,zero,49,one,21,zero
zero,zero,1,zero,13,one,zero,one,zero,two,43,one,23,zero
zero,one,3,two,38,one,zero,one,zero,three,19,one,3,one
one,one,4,zero,11,zero,zero,zero,zero,two,35,one,21,zero
zero,two,6,five,33,zero,zero,one,zero,zero,59,one,30,zero
zero,zero,3,zero,11,zero,zero,zero,zero,two,49,zero,21,zero
zero,zero,1,zero,38,one,zero,zero,zero,zero,39,one,48,zero
one,zero,4,zero,9,zero,zero,zero,zero,one,49,one,19,zero
one,zero,3,two,15,zero,zero,one,zero,zero,29,one,13,zero
zero,four,3,two,46,one,zero,one,zero,two,49,one,56,zero
zero,zero,3,three,30,one,one,zero,zero,zero,49,one,40,zero
zero,one,0,zero,20,zero,zero,zero,zero,two,69,one,5,one
one,zero,3,two,16,one,zero,one,zero,one,44,one,20,zero
zero,zero,4,one,31,zero,one,zero,zero,one,39,one,10,zero
zero,zero,8,zero,22,zero,zero,zero,zero,zero,39,one,14,zero
zero,zero,3,zero,26,zero,zero,zero,zero,one,43,one,29,zero
zero,one,4,two,23,zero,zero,one,zero,one,47,one,17,one
zero,zero,2,one,15,one,zero,one,zero,one,55,one,25,zero
zero,zero,3,two,27,one,zero,one,zero,two,39,one,6,zero
one,one,4,zero,10,zero,zero,zero,zero,two,39,one,0,zero
one,zero,0,zero,18,one,zero,zero,zero,zero,39,one,7,zero
zero,one,2,one,44,one,zero,one,zero,zero,47,one,54,zero
zero,one,3,three,32,one,one,zero,zero,two,39,one,9,one
zero,zero,3,two,46,zero,zero,one,zero,zero,39,one,31,one
one,zero,3,two,28,zero,zero,one,zero,one,39,one,38,zero
one,zero,5,four,27,zero,zero,one,zero,zero,19,one,37,zero
zero,zero,2,one,28,zero,zero,one,zero,zero,44,one,38,zero
one,zero,9,five,32,one,zero,one,zero,zero,69,one,30,zero
one,one,1,zero,15,one,zero,one,zero,zero,47,one,25,zero
zero,one,6,five,29,one,zero,one,zero,zero,0,one,19,zero
zero,zero,7,three,25,one,zero,zero,zero,zero,47,one,6,zero
one,zero,2,zero,3,one,zero,zero,zero,zero,9,one,13,zero
one,zero,3,two,15,zero,zero,one,zero,zero,94,one,25,zero
one,one,3,zero,16,zero,zero,zero,zero,zero,43,one,26,zero
zero,one,1,zero,45,one,zero,one,zero,zero,39,one,41,zero
zero,one,4,one,44,zero,zero,one,zero,zero,69,one,54,zero
zero,two,4,three,30,one,zero,one,zero,one,49,one,26,one
zero,one,1,zero,22,zero,one,zero,zero,three,49,one,32,zero
zero,one,3,two,26,zero,zero,one,zero,two,39,one,36,zero
zero,zero,1,one,29,one,zero,zero,zero,two,9,one,39,zero
zero,two,3,zero,31,one,zero,zero,zero,two,29,one,41,zero
zero,one,1,zero,31,one,zero,one,zero,one,43,one,41,zero
one,one,7,three,43,zero,zero,one,zero,zero,47,one,24,zero
one,zero,6,three,39,one,one,zero,zero,zero,59,one,20,one
one,one,5,three,21,zero,zero,one,zero,zero,47,one,31,one
zero,one,2,one,17,zero,zero,one,zero,two,39,one,24,one
one,zero,3,two,21,one,zero,one,zero,one,47,one,31,zero
zero,one,2,one,30,one,zero,one,zero,zero,74,one,20,zero
zero,two,1,zero,17,zero,zero,one,zero,one,54,one,20,one
one,zero,4,three,26,zero,zero,one,zero,zero,47,one,2,zero
one,zero,4,three,21,one,zero,one,zero,one,44,one,31,zero
zero,zero,4,zero,10,one,zero,zero,zero,two,39,one,20,zero
one,zero,4,zero,7,zero,zero,zero,zero,one,44,one,16,zero
zero,one,3,zero,8,one,zero,zero,zero,two,39,one,5,zero
one,zero,8,zero,8,zero,zero,zero,zero,zero,47,one,14,zero
one,one,4,zero,4,one,zero,zero,zero,one,9,one,14,zero
zero,zero,5,one,49,zero,zero,one,zero,zero,83,one,39,zero
one,one,9,eight,38,zero,zero,one,zero,zero,39,one,22,zero
zero,zero,4,three,31,zero,zero,one,zero,one,43,one,41,zero
one,zero,0,zero,15,one,zero,zero,zero,three,74,one,25,one
zero,one,0,zero,31,one,one,zero,zero,zero,39,one,10,zero
zero,zero,0,zero,50,one,zero,zero,zero,zero,29,one,57,one
zero,zero,6,five,42,zero,zero,one,zero,zero,39,one,13,zero
zero,zero,2,one,22,zero,zero,one,zero,zero,47,one,15,zero
one,zero,2,one,10,one,zero,one,zero,zero,69,one,3,zero
zero,zero,1,zero,24,zero,zero,one,zero,zero,35,one,20,zero
zero,one,0,zero,10,one,zero,zero,zero,two,44,one,1,zero
one,zero,7,six,22,zero,zero,one,zero,one,39,one,1,zero
one,one,3,two,32,zero,zero,one,zero,two,43,one,25,one
zero,zero,1,zero,42,one,zero,one,zero,zero,29,one,35,zero
zero,zero,1,one,41,zero,one,zero,zero,zero,39,one,4,one
zero,zero,2,one,43,zero,zero,one,zero,two,39,one,47,one
zero,zero,1,zero,14,one,zero,one,zero,zero,54,one,24,zero
zero,zero,1,zero,17,zero,zero,zero,zero,zero,47,one,20,zero
one,zero,3,one,12,zero,zero,one,zero,two,43,one,3,zero
one,two,3,two,35,zero,zero,one,zero,zero,59,one,45,one
one,one,3,two,38,zero,zero,one,zero,one,43,one,48,zero
zero,one,5,three,22,zero,zero,one,zero,one,43,one,24,one
zero,zero,2,one,28,zero,zero,one,zero,zero,59,one,38,zero
zero,one,6,zero,28,zero,zero,zero,zero,two,43,one,38,zero
zero,zero,3,two,21,zero,zero,one,zero,zero,39,one,6,one
zero,zero,0,zero,39,one,one,zero,zero,one,43,one,49,zero
one,zero,0,zero,36,one,one,zero,zero,zero,44,zero,46,zero
zero,two,4,three,43,one,one,zero,zero,zero,69,one,41,zero
zero,zero,3,one,33,one,one,zero,zero,zero,47,one,17,one
one,one,6,zero,17,one,zero,zero,zero,two,53,one,27,one
one,zero,2,two,16,one,zero,zero,zero,one,35,one,26,zero
zero,zero,2,zero,15,one,zero,zero,zero,two,35,one,25,zero
zero,zero,3,zero,7,zero,zero,zero,zero,one,43,one,8,zero
one,one,3,zero,9,one,zero,zero,one,zero,47,one,2,zero
zero,zero,2,one,10,zero,zero,one,zero,zero,44,one,19,zero
zero,zero,0,zero,60,zero,zero,zero,zero,zero,47,one,60,zero
zero,one,3,two,21,one,zero,one,zero,two,14,one,13,one
one,one,0,zero,29,zero,zero,zero,zero,two,41,one,3,zero
zero,zero,5,four,34,one,zero,one,zero,zero,39,one,44,zero
zero,one,3,two,20,zero,zero,one,zero,one,47,one,30,zero
one,two,0,zero,20,one,zero,zero,zero,two,65,one,23,one
zero,zero,1,zero,10,one,zero,zero,zero,two,79,one,20,zero
zero,zero,5,three,30,one,zero,one,zero,zero,23,one,40,zero
zero,one,4,three,43,zero,zero,one,zero,zero,44,one,35,one
zero,zero,3,zero,47,one,zero,one,zero,zero,19,one,57,zero
zero,zero,2,one,15,zero,zero,one,zero,zero,59,one,25,zero
one,one,1,zero,26,zero,zero,one,zero,zero,39,one,17,one
zero,two,4,three,41,zero,zero,one,zero,three,49,one,51,one
zero,one,2,one,30,one,zero,one,zero,zero,71,one,40,zero
zero,zero,6,zero,8,one,zero,zero,zero,two,43,one,9,zero
zero,one,3,two,31,one,zero,one,zero,two,39,one,41,zero
zero,one,4,three,36,zero,zero,one,zero,zero,45,one,46,one
zero,zero,2,one,20,zero,zero,one,zero,zero,39,one,30,zero
one,one,7,zero,24,zero,zero,one,zero,zero,47,one,34,zero
zero,zero,3,two,18,one,zero,one,zero,zero,34,one,28,zero
zero,three,4,three,50,zero,zero,one,one,zero,69,one,40,one
one,zero,2,one,28,zero,zero,one,zero,zero,39,one,20,zero
zero,zero,5,two,20,one,zero,zero,zero,zero,14,one,16,zero
zero,zero,3,zero,3,zero,zero,zero,zero,zero,19,zero,13,zero
zero,one,8,zero,35,one,zero,zero,zero,two,39,one,45,zero
zero,zero,5,four,30,zero,zero,one,zero,zero,69,zero,18,zero
zero,zero,2,one,51,zero,zero,one,zero,zero,39,one,26,zero
zero,zero,3,two,28,one,zero,one,zero,two,49,one,38,one
one,zero,2,one,37,one,one,zero,zero,two,89,one,47,one
one,one,4,three,24,zero,zero,one,zero,zero,43,one,34,zero
zero,one,2,two,52,one,one,zero,zero,zero,39,one,60,zero
zero,zero,3,one,44,one,one,zero,zero,zero,17,one,54,zero
one,zero,3,two,14,zero,zero,one,zero,zero,69,one,24,zero
zero,one,3,two,24,zero,zero,one,zero,one,43,one,34,one
zero,two,4,three,38,one,zero,one,zero,two,19,one,48,zero
zero,one,6,zero,6,zero,zero,zero,zero,zero,8,one,7,zero
one,zero,4,three,20,zero,zero,one,zero,one,71,one,11,zero
zero,one,4,zero,10,zero,zero,zero,zero,two,39,one,17,zero
one,zero,1,zero,9,zero,zero,one,zero,zero,39,one,10,zero
one,zero,2,one,24,zero,zero,one,zero,zero,48,one,16,zero
zero,one,2,two,23,one,one,zero,zero,two,49,one,33,one
one,zero,2,one,30,zero,zero,one,zero,zero,34,one,4,one
one,zero,2,one,24,zero,zero,one,zero,one,49,one,10,zero
zero,one,2,one,23,one,zero,one,zero,two,31,one,33,one
zero,zero,2,one,34,one,zero,one,zero,one,39,one,15,zero
zero,zero,5,four,31,one,zero,one,zero,zero,43,one,16,zero
zero,one,1,zero,57,zero,zero,one,zero,zero,39,one,67,one
zero,zero,4,zero,4,one,zero,zero,zero,one,43,one,14,zero
zero,zero,2,one,23,zero,zero,one,zero,zero,20,one,12,zero
one,zero,2,one,28,zero,zero,one,zero,zero,53,one,27,zero
zero,zero,4,three,37,zero,zero,one,zero,zero,43,one,11,one
zero,one,4,three,39,zero,zero,one,zero,one,49,one,49,one
one,zero,2,one,18,zero,zero,one,zero,two,49,one,2,one
one,zero,4,zero,17,zero,zero,zero,zero,zero,41,one,27,zero
zero,one,3,three,35,one,one,zero,zero,three,47,one,18,one
zero,zero,5,four,28,zero,zero,one,zero,zero,39,one,38,zero
one,two,5,zero,15,zero,zero,zero,zero,one,47,one,24,zero
zero,zero,1,zero,28,one,zero,zero,zero,one,43,one,18,one
zero,one,3,two,16,zero,zero,one,zero,zero,43,one,26,zero
one,zero,6,five,35,zero,zero,one,zero,zero,61,one,10,one
zero,zero,3,zero,7,zero,zero,zero,zero,zero,19,one,17,zero
zero,zero,5,zero,12,zero,zero,one,zero,one,49,one,22,zero
zero,zero,3,zero,45,zero,zero,one,zero,zero,43,one,36,zero
one,zero,3,two,18,one,zero,one,zero,zero,34,one,11,zero
zero,zero,5,four,24,zero,zero,one,zero,zero,29,one,34,zero
zero,zero,5,two,48,zero,zero,one,zero,zero,47,one,58,zero
zero,two,3,two,27,one,zero,one,zero,three,39,one,31,one
zero,zero,5,one,23,one,zero,zero,zero,one,34,one,33,zero
zero,zero,0,zero,42,one,one,zero,zero,one,71,one,52,one
zero,two,3,zero,15,zero,zero,zero,zero,two,43,one,14,zero
zero,zero,3,zero,13,one,zero,zero,zero,zero,39,one,23,zero
one,zero,4,zero,4,zero,zero,zero,zero,one,27,one,10,zero
one,two,4,zero,7,zero,zero,zero,zero,zero,29,one,15,zero
one,zero,4,three,25,zero,zero,one,zero,zero,39,one,35,zero
zero,one,0,zero,27,zero,zero,zero,zero,one,24,one,37,one
zero,zero,7,six,39,zero,zero,one,zero,zero,39,one,49,zero
zero,zero,1,zero,42,one,zero,one,zero,one,83,one,35,zero
zero,zero,3,two,16,zero,zero,one,zero,zero,47,one,16,zero
zero,zero,2,zero,65,zero,zero,one,zero,zero,39,one,75,zero
zero,three,3,two,33,zero,zero,one,zero,two,69,one,15,one
zero,zero,4,zero,14,one,zero,zero,zero,one,43,one,24,zero
zero,zero,8,five,34,zero,zero,one,zero,zero,53,one,44,zero
zero,one,4,three,23,zero,zero,one,zero,zero,47,one,12,zero
zero,four,4,two,42,one,zero,one,zero,two,39,one,23,one
zero,zero,3,two,32,zero,zero,one,zero,one,41,one,5,one
one,zero,3,two,24,one,zero,one,zero,zero,54,one,16,zero
one,zero,3,three,10,one,zero,zero,zero,zero,49,one,20,zero
zero,zero,2,two,47,one,one,zero,zero,zero,19,one,45,zero
one,zero,2,one,13,zero,zero,one,zero,one,59,one,9,zero
zero,zero,4,one,28,one,one,zero,zero,zero,55,one,38,zero
zero,zero,3,two,28,zero,zero,one,zero,two,59,one,38,zero
one,zero,3,zero,20,zero,zero,zero,zero,zero,47,one,25,zero
zero,zero,3,zero,22,zero,zero,one,zero,zero,53,one,1,zero
zero,zero,3,zero,9,one,zero,zero,zero,two,29,one,19,zero
zero,two,5,one,46,one,zero,one,zero,zero,71,one,35,zero
zero,two,6,one,11,zero,zero,one,zero,one,69,one,21,zero
zero,zero,3,two,25,zero,zero,one,zero,three,41,one,15,zero
one,zero,3,two,48,one,zero,one,zero,zero,7,one,18,zero
zero,zero,2,one,16,zero,zero,one,zero,one,49,one,26,zero
zero,zero,4,two,24,zero,zero,one,zero,two,35,zero,26,one
zero,zero,1,zero,24,zero,zero,zero,zero,zero,44,one,34,one
one,zero,3,two,37,zero,zero,one,zero,zero,71,one,7,zero
zero,zero,10,four,50,zero,zero,one,zero,zero,47,one,11,zero
one,zero,0,zero,31,one,zero,zero,zero,two,23,one,37,one
zero,zero,2,one,21,zero,zero,one,zero,one,47,one,31,zero
zero,zero,3,two,26,zero,zero,one,zero,zero,59,one,13,zero
zero,one,2,zero,7,one,zero,zero,zero,two,43,one,17,zero
zero,zero,1,zero,23,zero,zero,one,zero,three,5,one,20,zero
zero,one,3,zero,2,one,zero,zero,zero,zero,19,one,12,zero
zero,zero,2,two,40,one,one,zero,zero,zero,44,one,20,zero
zero,zero,3,zero,23,zero,zero,zero,zero,zero,39,one,33,zero
zero,one,4,two,42,zero,zero,one,one,three,49,one,26,one
one,zero,2,one,20,one,zero,one,zero,two,43,one,30,one
zero,zero,3,one,23,zero,zero,one,zero,zero,65,one,33,zero
zero,zero,3,zero,16,zero,zero,zero,zero,zero,39,one,4,zero
zero,one,2,one,21,zero,zero,one,zero,zero,23,one,13,one
zero,one,3,zero,10,zero,zero,zero,zero,two,13,one,20,zero
zero,zero,3,two,34,zero,zero,one,zero,one,39,one,44,one
zero,zero,4,two,43,zero,zero,one,zero,zero,39,one,35,zero
zero,zero,1,zero,38,one,zero,zero,zero,three,34,one,48,one
zero,zero,3,two,23,one,zero,one,zero,one,39,one,32,zero
zero,two,2,zero,17,zero,zero,zero,zero,two,19,one,5,one
one,one,1,zero,15,zero,zero,one,zero,zero,49,one,25,zero
zero,one,2,one,46,zero,zero,one,zero,one,39,one,40,one
zero,zero,9,seven,25,zero,zero,one,zero,one,47,one,35,zero
one,zero,9,zero,12,one,zero,zero,zero,two,23,one,12,zero
zero,two,8,zero,12,zero,zero,zero,zero,zero,51,one,14,one
zero,one,3,zero,5,one,zero,one,zero,one,47,one,15,zero
zero,one,3,two,23,one,zero,one,zero,two,39,one,4,zero
zero,zero,3,two,17,zero,zero,one,zero,zero,63,one,9,zero
one,one,3,two,38,one,zero,one,zero,one,55,one,12,zero
one,zero,5,three,36,zero,zero,one,zero,zero,39,one,7,zero
one,one,2,zero,12,zero,zero,zero,zero,zero,44,one,3,zero
one,one,5,zero,8,one,zero,zero,zero,two,39,one,4,zero
zero,one,2,one,45,zero,zero,one,zero,zero,39,one,16,one
zero,two,3,two,34,zero,zero,one,one,one,39,zero,40,zero
zero,zero,5,zero,18,zero,zero,zero,zero,one,44,one,28,one
one,one,2,two,40,one,one,zero,zero,three,39,one,50,one
zero,one,4,one,47,zero,zero,one,zero,zero,39,one,57,one
zero,one,2,one,28,zero,zero,one,zero,zero,49,one,28,one
one,one,0,zero,30,zero,one,zero,zero,two,69,one,23,zero
one,zero,3,two,20,one,zero,one,zero,zero,47,one,22,zero
one,zero,1,zero,27,zero,zero,one,zero,zero,83,one,37,one
zero,two,2,zero,27,zero,zero,zero,zero,three,35,one,26,one
one,zero,4,three,29,zero,zero,one,zero,one,49,one,13,one
zero,zero,1,zero,21,zero,zero,one,zero,zero,39,one,18,zero
zero,zero,4,three,42,zero,zero,one,zero,zero,23,one,26,zero
one,one,6,zero,16,zero,zero,zero,zero,two,51,one,4,zero
zero,zero,0,zero,30,zero,one,zero,zero,zero,59,one,15,zero
zero,one,5,four,46,zero,zero,one,zero,one,39,one,17,zero
zero,one,0,zero,9,one,zero,zero,zero,zero,59,one,2,zero
zero,one,1,zero,21,one,zero,one,zero,three,43,one,0,one
zero,zero,4,zero,23,one,one,zero,zero,zero,43,one,33,zero
one,zero,13,six,27,zero,zero,one,zero,zero,53,one,12,zero
one,one,7,four,40,one,zero,one,zero,zero,55,one,30,zero
zero,zero,3,zero,7,one,zero,zero,zero,one,41,zero,17,zero
zero,one,3,two,41,one,zero,one,zero,zero,7,one,51,zero
zero,zero,4,three,27,one,one,zero,zero,zero,43,one,13,zero
one,zero,2,zero,31,zero,zero,one,zero,zero,53,one,5,zero
one,zero,2,one,23,one,zero,one,zero,zero,83,one,31,zero
zero,two,2,one,24,one,zero,one,zero,two,39,one,34,one
one,zero,4,three,26,zero,zero,one,zero,zero,58,one,36,zero
zero,one,2,one,23,one,zero,one,zero,one,21,one,20,zero
one,zero,2,zero,21,zero,zero,zero,zero,one,54,one,31,zero
one,zero,1,zero,21,one,zero,one,zero,three,47,one,31,zero
zero,zero,3,two,24,one,zero,one,zero,one,39,one,34,zero
zero,zero,5,four,31,one,one,zero,zero,zero,39,one,41,zero
one,two,3,two,25,one,zero,one,zero,zero,39,one,26,zero
zero,zero,0,zero,47,one,one,zero,zero,zero,34,one,35,zero
zero,zero,4,three,19,zero,zero,one,zero,zero,71,one,10,zero
zero,two,2,one,27,zero,zero,one,zero,three,49,one,16,one
zero,one,3,two,42,zero,zero,one,zero,zero,55,one,52,one
zero,zero,3,two,22,zero,zero,one,zero,two,47,one,15,one
zero,one,1,zero,58,one,zero,one,zero,zero,44,zero,68,zero
zero,three,4,one,26,one,zero,one,zero,two,49,one,36,one
zero,zero,2,two,64,zero,one,zero,zero,zero,39,one,45,zero
zero,one,2,one,39,zero,zero,one,zero,one,47,one,49,one
zero,zero,2,one,40,zero,zero,one,zero,zero,39,one,50,zero
zero,zero,3,two,22,one,zero,one,zero,zero,39,one,23,zero
zero,two,2,one,25,zero,zero,one,zero,two,49,one,15,one
one,zero,1,zero,24,zero,zero,one,zero,one,59,one,17,zero
zero,zero,1,zero,45,one,one,zero,zero,zero,59,one,55,zero
zero,zero,6,zero,7,one,zero,zero,zero,one,43,one,17,zero
one,one,4,three,29,one,zero,one,zero,two,39,one,39,zero
zero,one,3,one,37,zero,zero,one,zero,three,39,one,40,one
zero,zero,2,zero,57,one,zero,one,zero,zero,19,one,62,zero
one,zero,4,three,29,zero,zero,one,zero,one,15,one,39,zero
one,zero,1,zero,15,zero,zero,zero,zero,two,44,one,25,zero
zero,zero,3,zero,49,zero,one,zero,zero,zero,39,one,18,zero
zero,zero,2,one,60,zero,zero,one,zero,zero,19,one,70,zero
zero,zero,2,one,39,zero,zero,one,zero,one,47,one,48,zero
zero,one,2,one,22,zero,zero,one,zero,three,39,one,32,one
zero,zero,5,four,43,one,zero,one,one,one,9,one,36,zero
one,one,3,two,35,one,zero,one,zero,zero,39,one,21,zero
zero,one,4,three,25,zero,zero,one,zero,three,39,one,35,one
one,zero,2,zero,11,one,zero,zero,zero,one,47,one,1,zero
one,zero,5,three,21,zero,zero,one,zero,zero,59,one,10,zero
zero,zero,3,two,19,zero,zero,one,zero,zero,35,one,15,zero
one,zero,5,four,25,zero,zero,one,zero,zero,39,one,10,zero
one,zero,2,two,31,one,zero,zero,zero,one,21,one,7,zero
zero,one,1,zero,10,one,zero,one,zero,two,43,one,20,zero
